"year","country","location","precipitation"
2006,"Niger","Hermanbury",5.601640175669875
2009,"Tonga","Nelsonland",5.627167893858676
2015,"Vanuatu","Coxhaven",5.630355195480075
2009,"Lithuania","Gallagherland",5.660576078639945
2005,"Samoa","Huangborough",5.662344782755091
2007,"San Marino","Kimberlyshire",5.666199757216617
2004,"Cyprus","Port Jonathanstad",5.666751037886253
2008,"Qatar","North Julieville",5.668128271093864
2003,"Trinidad and Tobago","North Kimberlyland",5.66867670664063
2010,"Poland","New Amandashire",5.673667722980635
2011,"Saint Martin","West Robinside",5.677699270227821
2017,"Monaco","Lake William",5.70164298367869
2020,"Saudi Arabia","Lake Laurenville",5.707058106774654
2001,"Peru","New Sonyabury",5.724069072882942
2015,"Maldives","East Shelbytown",5.725233353201331
2010,"Trinidad and Tobago","Ambertown",5.728394166031448
2005,"Colombia","Jeffton",5.739012750465466
2021,"Poland","East Sheilaberg",5.748195932028333
2017,"Botswana","Carterchester",5.757680518509122
2011,"Dominica","New Kevin",5.757797416093668
2013,"Congo","Levyfurt",5.763247201157206
2010,"Sudan","Gregoryfort",5.772540013544103
2017,"Falkland Islands (Malvinas)","Gainesville",5.776398373964387
2022,"Antigua and Barbuda","Kennethtown",5.777247090235038
2004,"Singapore","Josephport",5.778159663608918
2013,"Bouvet Island (Bouvetoya)","Craigmouth",5.787974863637957
2009,"Japan","Carterborough",5.801994585803294
2004,"Brunei Darussalam","Hayesside",5.806491989414009
2021,"Bahrain","Josephborough",5.837394049774125
2002,"Armenia","Smithbury",5.84185971279677
2014,"Syrian Arab Republic","Annamouth",5.84207402726098
2008,"Tuvalu","East Seth",5.858753709954145
2019,"United States Virgin Islands","Samuelton",5.860749974691981
2014,"Mauritius","Danielshire",5.867227784773843
2008,"Bahrain","New Jeffery",5.882715865096888
2004,"Bouvet Island (Bouvetoya)","Jillland",5.889092924686546
2014,"South Africa","Alvarezshire",5.9012343438199615
2002,"Germany","Salazarshire",5.915805057935108
2022,"Lao People's Democratic Republic","Lake Andrea",5.921177810214095
2011,"Grenada","West Christopher",5.927700279498982
2004,"Syrian Arab Republic","West Dustin",5.928572594179893
2013,"Venezuela","Port Hector",5.93454412731379
2016,"Qatar","Freemanfurt",5.938137819821532
2011,"Isle of Man","New Gregory",5.947481959436674
2009,"Nepal","East Nicholasland",5.954393448789341
2000,"Comoros","New Bobhaven",5.962754337472642
2008,"Germany","Jessicaview",5.963458870707495
2018,"Belarus","South Breanna",5.967995532646175
2012,"Hong Kong","Manuelton",6.022534947436742
2002,"Saint Barthelemy","Carterside",6.023785567078588
2001,"Reunion","Johnsonborough",6.02558857760026
2004,"Japan","Morsetown",6.03592903283049
2018,"Reunion","East Charles",6.042510137903201
2022,"Montenegro","Laraton",6.078401385521614
2004,"Tanzania","Shellyberg",6.08844027181128
2009,"Korea","Port William",6.126136037525587
2012,"Samoa","Rodriguezmouth",6.152837722789606
2010,"Egypt","Lake Morgan",6.154452336060324
2020,"Honduras","New Theresabury",6.158944238861763
2003,"Botswana","Larsonchester",6.163310955828738
2007,"China","Port Robertshire",6.164367615694744
2018,"New Zealand","South Zachary",6.18620100014069
2015,"Pitcairn Islands","Victoriamouth",6.195492146749759
2019,"Congo","Jameschester",6.20656262176783
2000,"Qatar","Williamsonberg",6.21884631797559
2021,"Bahamas","North Barbarahaven",6.219734129105159
2008,"Ecuador","South Kellystad",6.243004390015061
2014,"Guyana","New Austinmouth",6.248333056006694
2010,"Montserrat","Michaelshire",6.26241523717066
2008,"Serbia","Stevenfort",6.27485558787535
2001,"South Georgia and the South Sandwich Islands","Lake Shellyburgh",6.2977923585387
2007,"Ghana","Stanleymouth",6.313259836004215
2012,"Vanuatu","East Jonathanmouth",6.317824817416096
2011,"Switzerland","Pamelafort",6.330495272381387
2014,"Fiji","West Jamie",6.34204392064579
2012,"Vietnam","Lake Jeremyville",6.343218102862469
2001,"Hungary","Lake Scott",6.350835535743904
2009,"Philippines","Christopherview",6.386150503606403
2021,"Malaysia","New Christopher",6.4283091975764535
2015,"Estonia","Hoodton",6.454696849143604
2017,"Madagascar","Lake Shane",6.456581051942845
2022,"Martinique","South Johnfort",6.457040387453894
2012,"Bouvet Island (Bouvetoya)","New Stephaniefort",6.47588634261319
2012,"Congo","Lake William",6.478400643659199
2000,"Djibouti","South Lisaside",6.483507698174307
2011,"Singapore","South Ginaton",6.487809651839038
2003,"Ghana","Caseyview",6.49003024985354
2004,"Hong Kong","Marcstad",6.492278373361171
2005,"Andorra","East Michaelfort",6.49235463515695
2019,"United Arab Emirates","Jonland",6.500576596865104
2003,"Saint Lucia","South Steven",6.514901408696638
2019,"Sweden","East Brianstad",6.519787682956468
2006,"Thailand","Crosshaven",6.521102676999169
2008,"Netherlands","Sanchezport",6.533857597683335
2000,"Algeria","Leslieberg",6.567668268205029
2007,"Mauritania","Keithchester",6.570157398360365
2013,"Guadeloupe","New Ashley",6.588372228148254
2019,"Mexico","East Angelaburgh",6.592108285204357
2020,"Tanzania","Phillipsberg",6.592877789562024
2005,"Liechtenstein","West Devin",6.6158430456759625
2005,"Seychelles","New Aimeeberg",6.620912815852698
2001,"Lesotho","Jeffreyview",6.622532116383417
2008,"Suriname","Robertsonport",6.623004128447263
2021,"Benin","Katelynport",6.62436586329701
2013,"Angola","South Deanna",6.646607851163388
2014,"Dominica","Port Christinehaven",6.660473562798208
2009,"Dominican Republic","North Anthony",6.7095370380564905
2009,"Central African Republic","Annetteland",6.715710005566877
2007,"Gambia","Johnschester",6.719118837656546
2011,"Afghanistan","Hensleystad",6.737236758008914
2009,"United Kingdom","Stevensfurt",6.739120813152166
2009,"Jordan","South Cynthia",6.745071674509628
2022,"United States of America","West Yvonne",6.751352429185264
2020,"Macao","Schmidtfort",6.757652573577177
2011,"Mozambique","West Lauriechester",6.766423687181766
2005,"Cuba","Julieburgh",6.775708328335561
2011,"Bouvet Island (Bouvetoya)","Trevinoview",6.776898339947179
2016,"American Samoa","Christopherbury",6.7772277721895975
2007,"Latvia","Buckleyberg",6.784308727624289
2014,"Central African Republic","Brittneyberg",6.791694746192234
2008,"Korea","North Kelseyport",6.793897145652583
2011,"Bouvet Island (Bouvetoya)","Davisburgh",6.818552487754326
2006,"Northern Mariana Islands","Brownchester",6.833273023606901
2013,"Bhutan","West Jennifer",6.834465993769534
2010,"Solomon Islands","Michaelmouth",6.83515722706316
2019,"Rwanda","West Scott",6.845381518556182
2020,"Sudan","Williamsstad",6.848198116097148
2000,"Bermuda","North Kristopherland",6.849925435762827
2017,"Guernsey","Schmidthaven",6.853541697444488
2009,"Guatemala","Port Tommyport",6.862660866684401
2015,"Cape Verde","West Brian",6.866232545091866
2008,"Korea","West Gregorymouth",6.877551407502224
2016,"Wallis and Futuna","Port Alexanderfurt",6.889316713672089
2008,"Zambia","East Jason",6.895946187632851
2011,"Saint Vincent and the Grenadines","Anthonyton",6.91239700139602
2004,"Switzerland","South Louiston",6.929049864511494
2003,"Martinique","Port Joseph",6.954104515735249
2008,"Saudi Arabia","North Samanthafort",6.956602272366519
2019,"Seychelles","Thompsonchester",6.957289014366596
2013,"Uganda","New Jorge",6.965930080180371
2004,"Iraq","New James",6.966300479947929
2016,"Nicaragua","East Eric",6.9839659417445965
2008,"Congo","East Brittney",6.987420218516127
2005,"Turks and Caicos Islands","West Pamela",7.000242472571583
2015,"Congo","Hodgesside",7.0195721306564485
2018,"Antarctica (the territory South of 60 deg S)","Lake Kaitlynberg",7.024393097517256
2013,"Mauritania","New Carrie",7.030663163809536
2000,"Haiti","Hamiltonstad",7.0319442441960085
2016,"Mexico","Lake Markview",7.039799081868403
2003,"Mali","New Carl",7.057349298986548
2004,"Ireland","North Kimberlytown",7.090150817203867
2007,"Chad","New Eric",7.093927351588103
2021,"Cape Verde","Lake Nicholas",7.09810816761236
2014,"El Salvador","Port Laura",7.10579318028609
2003,"Libyan Arab Jamahiriya","East Mark",7.1087185564040585
2004,"San Marino","Cookstad",7.114108738657466
2019,"United Kingdom","Karenside",7.139306266911571
2002,"United Arab Emirates","Hernandezberg",7.155161762824569
2006,"Cocos (Keeling) Islands","East Joseph",7.159765784454986
2014,"Uganda","New Theresaside",7.170284392574223
2002,"New Zealand","Leahview",7.171606893712779
2020,"Pakistan","New Danielle",7.217535225411309
2012,"Poland","Lake Laura",7.217913746448056
2011,"Reunion","South Steven",7.222772619435435
2001,"Marshall Islands","Lake Karen",7.225061008821698
2013,"Netherlands Antilles","North Christina",7.227318861806897
2005,"Spain","East Christopherbury",7.244374757650752
2005,"Bangladesh","Feliciaborough",7.247535982709774
2017,"New Caledonia","Nicholasmouth",7.2573698652544145
2000,"Puerto Rico","Jerryview",7.260333317016743
2010,"Mali","Olivermouth",7.269149907669603
2020,"Zimbabwe","Weisston",7.302774235721299
2018,"Cote d'Ivoire","Port Austin",7.334920578345949
2002,"Taiwan","West Jamieville",7.335487960406906
2014,"American Samoa","Lake Michael",7.345229326302549
2002,"Japan","South Troytown",7.35585080851685
2012,"Anguilla","Port Joshuaburgh",7.3626634216716
2008,"Netherlands","West Victoria",7.377327512747356
2002,"Norfolk Island","South Meredithmouth",7.379047374564851
2009,"Belize","Herrerastad",7.388414861187975
2006,"Vietnam","Randytown",7.392204058270102
2001,"Saint Vincent and the Grenadines","West Shawnfort",7.39306155290701
2004,"Mali","Bankschester",7.398984982944789
2019,"Malaysia","West Christine",7.408459029138681
2004,"Israel","Erinbury",7.42827095686287
2009,"Cyprus","Williamsbury",7.431304395082194
2020,"Philippines","North Janet",7.431887734187703
2003,"Kyrgyz Republic","Stephaniemouth",7.4332580981391505
2001,"Holy See (Vatican City State)","Lake Jordanhaven",7.4381772382463796
2005,"Nicaragua","Joanburgh",7.451356147332988
2014,"United Arab Emirates","East Pamelabury",7.46064421731737
2001,"Mongolia","Gregorytown",7.471673642530607
2003,"Burkina Faso","Port Jasmineland",7.498801229519547
2002,"Brazil","East Williamfort",7.502802438751733
2008,"Tuvalu","Paulahaven",7.5037677930903985
2013,"Pakistan","Erinberg",7.513086967677407
2004,"Turks and Caicos Islands","Calebstad",7.529338462568869
2015,"Liberia","Cunninghamton",7.5431885143592
2006,"Chile","South Sabrinatown",7.553737004173067
2020,"Ireland","New John",7.565710900215805
2001,"Taiwan","Ferrellmouth",7.576588450272248
2015,"Jordan","Stricklandside",7.584171804820572
2001,"Indonesia","Ianfort",7.610978444566541
2006,"Australia","Brittanyport",7.616231345585667
2006,"Madagascar","North Joseph",7.622709979823428
2016,"Estonia","North Sarahberg",7.631886151855238
2004,"Netherlands","New Cameronfurt",7.647356747473744
2001,"Gibraltar","Christinafurt",7.656591479657804
2005,"Uzbekistan","North Daniel",7.659870860659035
2002,"Cote d'Ivoire","Port Whitneyborough",7.660073794804889
2017,"Ethiopia","Smithside",7.66287949903095
2004,"Western Sahara","Maldonadobury",7.665325779298071
2013,"Afghanistan","East Dawnhaven",7.671390733992656
2021,"Hungary","New Nicholas",7.694544453036167
2010,"Mauritania","New Elizabeth",7.705459494084477
2005,"United Arab Emirates","South Davechester",7.705514362701093
2005,"Ecuador","West Marytown",7.719861276018269
2010,"Lao People's Democratic Republic","Courtneyton",7.72308256508909
2003,"Cayman Islands","Callahanmouth",7.729748581798235
2021,"Libyan Arab Jamahiriya","Wagnerport",7.734882842190471
2000,"Suriname","Butlerburgh",7.744925005523939
2009,"Canada","North Christopher",7.750163040369196
2006,"Sudan","North Jenniferfurt",7.758010783351022
2004,"Grenada","Maryland",7.762913257998139
2021,"Togo","Barbaramouth",7.7652296271746195
2011,"Turkmenistan","South Chadmouth",7.784489803918381
2022,"Uzbekistan","West Eduardo",7.789727955465753
2006,"Angola","Brianberg",7.789925260099972
2022,"Mauritius","West Robertstad",7.791651553792722
2015,"Venezuela","South Marcusmouth",7.804489790982338
2015,"Ecuador","Port Victoriashire",7.805657019925172
2010,"Malta","Gonzalesfurt",7.811970312542948
2005,"United States Virgin Islands","Beardbury",7.826654870134253
2011,"Jersey","Knightberg",7.851680651037929
2022,"Netherlands","North Edwardbury",7.863087171255478
2003,"French Guiana","East Cynthia",7.870053130199539
2002,"Philippines","Robertshire",7.873221040845024
2013,"Saint Helena","Rodriguezfurt",7.93820344507129
2010,"Latvia","South Kevinmouth",7.959364145773973
2008,"United Arab Emirates","Patriciaton",7.963955159867842
2005,"Algeria","Allisonfurt",7.965673282690955
2017,"Paraguay","Jeffreyfort",7.969417128326894
2009,"Sao Tome and Principe","Annport",7.973018195764048
2016,"Comoros","Lake Aliciaburgh",7.974418856926524
2018,"Mauritania","Torreston",7.975221855965053
2001,"Barbados","Hamiltonburgh",7.982858479244093
2020,"Slovenia","West Scottfort",7.985717007344439
2010,"San Marino","New Nicholasland",8.006279337585266
2022,"New Caledonia","Jasonberg",8.006711953017476
2000,"Sweden","Lake Amberhaven",8.033874251082118
2001,"New Zealand","Flemingshire",8.037291029370309
2001,"Mexico","Garciaberg",8.048083047691257
2005,"Yemen","Lake Thomastown",8.049304137608937
2013,"Argentina","Kevinland",8.051331983870869
2018,"Pitcairn Islands","Tanyaton",8.055831306292681
2015,"Uruguay","Lake Aaronmouth",8.078714751514383
2017,"Cayman Islands","Port Jerry",8.085274104942798
2001,"Netherlands Antilles","Haneyland",8.088157614307146
2018,"Georgia","Port Stephanieville",8.089610093888943
2013,"Hungary","North Andrewside",8.090833459196933
2014,"Cook Islands","Gabrielhaven",8.104145203179803
2003,"Maldives","Matthewhaven",8.114409232665821
2014,"Sweden","Benitezbury",8.121517170144099
2013,"Palestinian Territory","Danielland",8.12540530651984
2010,"Cayman Islands","Griffinburgh",8.142653334666184
2009,"Guinea-Bissau","West Danielside",8.145746371156282
2001,"Poland","West Sharonhaven",8.163169765169753
2008,"Palau","Kentborough",8.177825747533074
2020,"United States Minor Outlying Islands","East Angelicamouth",8.191687440228968
2006,"Luxembourg","West Peggychester",8.193070202440166
2015,"Austria","North Derrick",8.20273851612301
2021,"San Marino","Jerrymouth",8.203187716554394
2004,"Tunisia","East Christina",8.214836960063664
2019,"Faroe Islands","Sandraburgh",8.23956321638305
2014,"Fiji","Rittermouth",8.242948319706434
2014,"Sierra Leone","Mullinschester",8.245301603673006
2004,"Mali","Fullerfort",8.248279671275183
2017,"Panama","South Curtisside",8.254371040968344
2013,"Kuwait","West Adamhaven",8.257778623748212
2002,"Mauritania","Adamston",8.270502477997422
2017,"Taiwan","North Karina",8.278431202811753
2012,"Nicaragua","Ericchester",8.281908269812611
2015,"Korea","Port Tracystad",8.303698094011969
2005,"Hong Kong","Lake Audreyville",8.312667636048587
2007,"Italy","East Christyberg",8.328913291161811
2014,"Gambia","Mclaughlinbury",8.33096163991125
2020,"Finland","Debbiefort",8.334167621617771
2018,"Chile","Barbarahaven",8.338502988027951
2011,"Greece","Julieton",8.36112025310124
2021,"San Marino","Marychester",8.37069223881387
2010,"Ethiopia","Gomezside",8.37649520826378
2008,"Yemen","Port James",8.397554861096257
2004,"Sao Tome and Principe","Ronniebury",8.403468686491545
2008,"Tanzania","East Tina",8.41386641443841
2002,"Paraguay","Joshuaburgh",8.419536045699916
2005,"New Caledonia","East Linda",8.429330332617424
2018,"Bolivia","Desireestad",8.436505895285096
2002,"Gambia","New Donna",8.462819144099898
2001,"Iceland","East Kaylee",8.468187727953813
2007,"Austria","Briannaport",8.47015848843311
2014,"Saint Lucia","Port Michaelborough",8.474151459598723
2004,"Vanuatu","South Tamara",8.478324828825755
2022,"Canada","Lake Michaelton",8.501713041652593
2018,"North Macedonia","New Rebeccaport",8.504553061115494
2006,"Luxembourg","North Phillipville",8.513091892635794
2006,"Ethiopia","West Daniel",8.524154216936841
2004,"Uganda","Sydneyfurt",8.524268808979919
2004,"Botswana","North Nicole",8.563757866747657
2000,"Barbados","South Larryland",8.57405192382734
2014,"Bulgaria","Smithberg",8.580756563789226
2003,"Bahamas","North Annport",8.583665268387264
2022,"Kazakhstan","New Jameston",8.58673456318776
2022,"Jordan","Port Andrew",8.589003751215285
2015,"Korea","Kanefort",8.596030662791975
2004,"Burkina Faso","Wilsonmouth",8.601422327198193
2021,"Cook Islands","East Mauricehaven",8.606600179625213
2021,"Rwanda","Port Emily",8.62510258856476
2010,"Palestinian Territory","Port Jonathanland",8.62764587592716
2007,"Mali","Gibsonberg",8.630081979567395
2010,"Trinidad and Tobago","Jacquelineton",8.63171177897646
2022,"Palestinian Territory","Williamburgh",8.638510786959175
2002,"Christmas Island","Cookeborough",8.64422569431974
2014,"Turkmenistan","New Cindy",8.651367888867146
2016,"Thailand","Lake Brandon",8.652628809834518
2004,"Norway","Beasleyville",8.675983226288576
2012,"Cote d'Ivoire","Kingmouth",8.697214785841789
2005,"Bermuda","Lake Vanessa",8.707587237398029
2012,"Pitcairn Islands","Cindytown",8.712185820811468
2021,"Wallis and Futuna","Port Thomasberg",8.715884077260505
2005,"Gabon","North Autumn",8.726660711090384
2018,"Korea","East Valeriehaven",8.747316655830318
