"year","country","location","temperature"
2022,"Oman","South Alyssa",6.791143608762168
2013,"Czech Republic","Tanyastad",6.799461296331664
2004,"Mayotte","South Tiffany",6.800156742590319
2022,"Cape Verde","New Yolandamouth",6.80256532286643
2009,"Albania","Port Christopherview",6.809498715719634
2002,"Finland","North Michaelview",6.812636038911782
2022,"Tunisia","Lake Brucefurt",6.817821744878202
2011,"Serbia","West Steven",6.81846876257341
2018,"British Indian Ocean Territory (Chagos Archipelago)","Spencerchester",6.822892474172345
2007,"Tonga","Port Brendaberg",6.823785250401594
2017,"French Polynesia","Hendersonburgh",6.8266319681771375
2018,"Mongolia","East Ericland",6.834308963332379
2011,"India","Keithmouth",6.834645413471712
2008,"Switzerland","South Caitlinville",6.839622125168068
2014,"Belarus","South Jeffrey",6.85034429010604
2015,"Malaysia","Cherryfort",6.85225663641897
2022,"Sri Lanka","Port Matthew",6.853128372004562
2007,"Libyan Arab Jamahiriya","Port Rebeccaside",6.859090698442836
2003,"Cambodia","East Denise",6.859792336567155
2017,"Croatia","Saraview",6.860191840376885
2022,"Oman","Sarahside",6.867060365174979
2006,"Palestinian Territory","Jennifermouth",6.8681146775185535
2011,"South Africa","Lake Benjamin",6.868436229327436
2004,"Romania","Ellisfort",6.872907643326197
2000,"Cambodia","Lake Michael",6.876880563643242
2004,"Afghanistan","New Nicole",6.878570618456889
2006,"Turkmenistan","Beckershire",6.881208627512532
2022,"Colombia","Matthewville",6.884641687762457
2001,"Liechtenstein","South Jenniferburgh",6.884917218479183
2016,"Liberia","Wadeborough",6.886535074868478
2007,"Haiti","Mckenzieborough",6.891646825995062
2004,"Sao Tome and Principe","Ronniebury",6.899814383250021
2014,"Slovakia (Slovak Republic)","Hughesbury",6.908623693901028
2016,"Belgium","New Morgan",6.914509616835971
2004,"Guinea","Amyshire",6.920132535740374
2019,"Cook Islands","North Sandraberg",6.924848368437598
2000,"Georgia","New Dianechester",6.926304468421701
2001,"Puerto Rico","New Donnafort",6.932788022870227
2014,"Panama","Chandlerborough",6.935919828868984
2009,"Cayman Islands","Cristinaside",6.950835432316552
2009,"Guinea-Bissau","West Danielside",6.953104856540541
2005,"Serbia","Port Warren",6.957113282048326
2011,"Turks and Caicos Islands","Lake Jeffrey",6.968061188202352
2008,"Aruba","Kristenview",6.969527473501005
2010,"Iraq","Matthewsside",6.975268337879385
2021,"Samoa","Hernandezstad",6.975345410202124
2018,"Brunei Darussalam","North Beth",6.978939013355092
2006,"Antarctica (the territory South of 60 deg S)","West Sarah",6.986915283482047
2012,"Saint Helena","West Susan",6.9909979522868735
2019,"Guam","North Davidside",6.999459716051472
2000,"Turkmenistan","East Jaimefort",7.007158527722161
2010,"Tonga","South Maria",7.01148140695107
2012,"Comoros","North Morganchester",7.01194484335082
2009,"Palau","West Robertmouth",7.013186166617812
2005,"Iran","South Benjaminborough",7.013444208106428
2019,"Brazil","Lake Brian",7.0145615882539945
2008,"Mozambique","Donnaburgh",7.015112171414961
2018,"Malawi","Cindystad",7.016277203589016
2003,"Tanzania","Hughesberg",7.019908781304064
2001,"Austria","Davilachester",7.020283128969652
2016,"Hong Kong","Gomezland",7.023158604410221
2003,"Puerto Rico","East Kelly",7.023589114522548
2017,"Tokelau","East Whitneyhaven",7.0253268353116365
2006,"Kiribati","North Matthewville",7.025965471592821
2013,"Bouvet Island (Bouvetoya)","Craigmouth",7.027158384887724
2009,"Nepal","New Jessica",7.033815384377974
2017,"Nicaragua","New Joseph",7.034323729258183
2016,"Grenada","South Evan",7.045247323496684
2009,"Kyrgyz Republic","West Diane",7.047726289013134
2006,"Syrian Arab Republic","Taylorview",7.0568851727130735
2008,"Algeria","South Lindseyview",7.057684472603824
2014,"Cuba","South Amandamouth",7.068770929011724
2003,"Kyrgyz Republic","Wernerborough",7.070573207225099
2010,"Argentina","Lake Nathan",7.074788687045011
2000,"Cayman Islands","Port Noah",7.080143661241721
2021,"Uzbekistan","Danielschester",7.084939263911854
2016,"Greenland","North Lauren",7.091310001576673
2004,"Northern Mariana Islands","Diazmouth",7.095645220850932
2022,"Ethiopia","Desireeton",7.097257160910697
2021,"Oman","Cooktown",7.099116940105389
2013,"Luxembourg","Mclaughlinview",7.109273234337486
2017,"Guinea","Port Craigmouth",7.111487659712968
2015,"Haiti","Maryside",7.115371136109903
2001,"Sao Tome and Principe","North Jodimouth",7.124005839497515
2008,"Kenya","Jennifershire",7.126515675821715
2011,"New Caledonia","South Josephview",7.127235557871475
2011,"Puerto Rico","Port Kaitlyn",7.137125888019586
2017,"United Arab Emirates","New Jeffreyburgh",7.1397724485303184
2011,"Honduras","Wandaberg",7.143845948495309
2015,"Malaysia","Lake Ryan",7.1451980188919695
2003,"Dominican Republic","Lake Johnfort",7.15137561893255
2022,"Puerto Rico","East Nancy",7.1598303887933445
2000,"Mongolia","East Ricardomouth",7.164086322706169
2014,"Falkland Islands (Malvinas)","Alanburgh",7.16985047915294
2008,"Costa Rica","New Barbarafurt",7.170507326400285
2009,"Iran","Sharonborough",7.170511958200355
2004,"Argentina","East Karla",7.176338573801374
2018,"Cayman Islands","Jeffreyview",7.1827402011055606
2011,"Jersey","Knightberg",7.184198052909389
2007,"Latvia","Brittanyberg",7.185940667096391
2007,"United Arab Emirates","West Mirandaton",7.192239254629117
2017,"Guatemala","Port Alexisfurt",7.197037736939888
2014,"United Kingdom","New Keith",7.197434127258785
2020,"Belgium","West Joanneton",7.199807029598112
2018,"Panama","South Lindsaystad",7.206536915860314
2017,"Bangladesh","Port Susan",7.208649701079077
2004,"Djibouti","New Ginaton",7.210228376564816
2001,"Cook Islands","West Gregory",7.237610399996135
2016,"Solomon Islands","Frankville",7.2426208056482
2000,"Marshall Islands","Howardfurt",7.245957325476866
2006,"Switzerland","North Patrickshire",7.248740059826568
2001,"Montserrat","Port Colleen",7.26288725136491
2013,"Palau","Kevinton",7.2648163094398575
2006,"Korea","South John",7.266842195597628
2007,"Guadeloupe","Lake Calvin",7.271643537977575
2002,"Bolivia","Bradleyport",7.283491810187107
2017,"Somalia","East Deborah",7.288110175864759
2013,"Norfolk Island","South Suzanne",7.2895685239376835
2018,"Saint Helena","New Alexatown",7.292561076513243
2017,"New Caledonia","Nicholasmouth",7.293489829228026
2010,"Grenada","Harrismouth",7.297697648955453
2017,"Yemen","North Alyssa",7.298363394050325
2001,"Costa Rica","Lake Sydneymouth",7.300655740627882
2021,"Serbia","Jerryside",7.304661645800544
2012,"Cook Islands","Perryland",7.308609904720871
2022,"Afghanistan","Serranofurt",7.309131013799731
2003,"Antarctica (the territory South of 60 deg S)","Stokesburgh",7.309339333800525
2022,"Mongolia","North Tammiechester",7.309404430959016
2021,"Togo","Schwartzchester",7.310709268539859
2017,"Tonga","Port Stephenbury",7.311669284351869
2018,"Madagascar","North Ashley",7.321073591032976
2013,"Niger","West Matthewland",7.326383137107431
2022,"Korea","West Christopher",7.330962917411029
2005,"Antarctica (the territory South of 60 deg S)","Port Jenniferborough",7.333063836388545
2011,"British Virgin Islands","Port Michelle",7.336182869439082
2000,"Ecuador","Port Kelly",7.339203596500363
2011,"Germany","Velasqueztown",7.342185963976984
2009,"Estonia","Weeksview",7.343968429250752
2022,"Vietnam","Katelyntown",7.349732905165106
2020,"Bangladesh","Paulamouth",7.352208026143684
2006,"Solomon Islands","Johnsonstad",7.359897599832161
2021,"Latvia","Jillfort",7.364848469161752
2014,"Ecuador","Faulknerville",7.367252169734336
2017,"Cyprus","Port Frank",7.373023940350837
2010,"Greece","West Sheliaberg",7.375425804235539
2009,"Malaysia","Jacquelineshire",7.375598274663212
2011,"Guyana","New Dave",7.381261826175884
2019,"Qatar","Aaronview",7.393940920053224
2011,"Gibraltar","Heatherfort",7.400338516638451
2014,"Haiti","Brownview",7.400357079825397
2002,"Vanuatu","Nixonview",7.400756130537039
2013,"Colombia","Lake Danielville",7.403291092547402
2005,"Algeria","Jesusmouth",7.411738897483383
2001,"Bulgaria","New Sarahstad",7.412941275478318
2008,"Georgia","Lake Patrickborough",7.41472525198561
2006,"Niue","New Omarborough",7.422596494954883
2008,"France","Ramosbury",7.422986822463709
2017,"Puerto Rico","Lake Crystal",7.427212941623669
2011,"Isle of Man","New Gregory",7.42821394399815
2013,"United States Virgin Islands","North Matthew",7.431418814183051
2018,"Liechtenstein","West Ryantown",7.439135464410164
2012,"Serbia","Melindatown",7.447239870899035
2010,"Georgia","Port Laura",7.451724724587001
2009,"Samoa","South Philip",7.453343813367487
2011,"Mozambique","Richardshire",7.471014451702302
2011,"Russian Federation","New Joan",7.475694021005644
2002,"Cyprus","South Brianna",7.482194907464415
2010,"Bolivia","Franklinmouth",7.485064282495442
2002,"American Samoa","New Richardshire",7.490022602649375
2008,"Mauritius","Kevinmouth",7.498679907154536
2002,"Bouvet Island (Bouvetoya)","West Susanville",7.502819831292449
2007,"Antigua and Barbuda","New Davidfurt",7.510963166838973
2000,"Gabon","North Bryan",7.511291128973832
2022,"Vietnam","Santiagotown",7.512873801744794
2013,"India","Evanport",7.514149852451056
2015,"Andorra","New Kendrahaven",7.519071795567786
2019,"Saint Kitts and Nevis","New Kellymouth",7.52989879348145
2005,"Eritrea","Lake Jeffrey",7.532251476671537
2020,"Papua New Guinea","Robertborough",7.545449311942216
2010,"Ghana","Lewisbury",7.545559729170321
2012,"Spain","North Heatherfurt",7.5471265941558
2022,"Burkina Faso","Deanchester",7.553941605456794
2007,"Guernsey","Port Susan",7.555877168076267
2008,"Kazakhstan","Shaneborough",7.555975114597563
2003,"Singapore","Danabury",7.557517958816237
2018,"Andorra","East Jennifer",7.560455181938021
2008,"Puerto Rico","Griffithchester",7.565489127723612
2004,"Slovakia (Slovak Republic)","Steelefurt",7.56843198975269
2002,"Kiribati","Jesseland",7.576664139977751
2006,"Bermuda","East Juliaborough",7.577529473560452
2019,"Moldova","New Christina",7.584689682089161
2015,"China","Johnsonport",7.591038561195715
2011,"Burundi","Wrightborough",7.595422950850215
2008,"Liechtenstein","South Lisa",7.598110789625557
2018,"Philippines","South Curtis",7.598516313014363
2016,"Ukraine","North Kevinfurt",7.599603066095122
2001,"Saint Helena","Port Matthewchester",7.600482443067232
2012,"Svalbard & Jan Mayen Islands","North Timothy",7.603834608177346
2013,"British Indian Ocean Territory (Chagos Archipelago)","South Pamelahaven",7.605025249448593
2002,"Cuba","Owensfurt",7.613716462566746
2009,"Benin","Adrianside",7.617089306941828
2018,"Bouvet Island (Bouvetoya)","Vaughnborough",7.617208623129995
2022,"Norfolk Island","Loriland",7.6196038572649405
2018,"Thailand","North Michelle",7.621614303085128
2006,"Ghana","New Rickyhaven",7.622593863798652
2009,"Antigua and Barbuda","South Robertborough",7.628638988390905
2007,"Kenya","Cordovafort",7.631051096221068
2016,"Mauritius","Cohenburgh",7.632649791322512
2004,"Nauru","Williamsonborough",7.633002687946605
2008,"Croatia","North Tiffany",7.635636077570275
2020,"Malaysia","South Brandonburgh",7.63700241507073
2015,"Bermuda","North Desireeport",7.640229121256931
2005,"Mauritius","Kellifurt",7.641481743252903
2000,"Tanzania","Sanchezbury",7.643437387626685
2001,"Portugal","Port Joshua",7.643941710636229
2009,"Sierra Leone","Jessetown",7.6527907477460975
2014,"Falkland Islands (Malvinas)","Lake Marc",7.655149280289749
2005,"Antigua and Barbuda","New Joshuaberg",7.65716083045538
2010,"Sweden","Bethanytown",7.6580173663158
2022,"Jersey","New Samantha",7.660312217807331
2017,"Uzbekistan","Patrickborough",7.662127967327591
2017,"Mauritania","Reidchester",7.663110785263876
2017,"Senegal","Lawrenceville",7.664954999898224
2008,"Chile","Theodoremouth",7.672381048385879
2006,"Saudi Arabia","North Lindsey",7.673418828820493
2018,"Egypt","Ericmouth",7.67437315613509
2017,"Brunei Darussalam","Isaacview",7.675178201217677
2003,"Venezuela","East Mariahview",7.676066924155664
2008,"Swaziland","Marshallmouth",7.677654809737939
2004,"Japan","Morsetown",7.68014795764267
2018,"Greece","East Cynthia",7.682376268529638
2000,"Iran","West Mark",7.682701813462628
2010,"Saint Vincent and the Grenadines","Ramirezland",7.688959606651606
2002,"Uganda","New Nicole",7.694291339487136
2017,"Botswana","East Andreastad",7.695527301417915
2003,"Seychelles","East Gary",7.704154872508603
2001,"New Zealand","Flemingshire",7.704702924505415
2004,"Japan","Anatown",7.713490305999922
2015,"Sri Lanka","Kimberlychester",7.713532192209858
2002,"Reunion","Danielland",7.714595970116516
2009,"Montenegro","East Cheryl",7.716342864607921
2015,"Turkey","North Joshuaburgh",7.721295559762838
2001,"Angola","Christineborough",7.72533969620148
2015,"El Salvador","Paynefurt",7.727929729446855
2020,"Zambia","East Jill",7.735036855991108
2014,"Norfolk Island","Shawchester",7.737243320663142
2002,"Greece","North Hannahton",7.738696757181981
2022,"Wallis and Futuna","Jessicachester",7.738745866692485
2005,"Reunion","Lake Michael",7.73892884726412
2001,"Iraq","Port Leahmouth",7.743941566973489
2003,"Pakistan","Port Joshuaville",7.74407148834118
2005,"Bangladesh","Gonzaleztown",7.745948327821493
2010,"Faroe Islands","South Shannon",7.752432131857897
2014,"Poland","Samuelville",7.759274867270874
2006,"North Macedonia","North Markport",7.760961391612431
2013,"Benin","South Jamesburgh",7.774703799213042
2002,"Ukraine","Lisafurt",7.776696725230517
2008,"French Polynesia","North Ashley",7.784594334467197
2005,"Jersey","Reyeshaven",7.789463345133775
2002,"Gibraltar","Amyfort",7.791869414933225
2022,"Guinea","North Ronald",7.793038919665714
2016,"Bahamas","Garciaville",7.798345070190329
2010,"Kenya","Tinastad",7.805014197049481
2002,"Eritrea","Toddton",7.814704699542827
2009,"Zambia","Zacharyville",7.81478940350421
2022,"Peru","West Sheilaborough",7.821469650854093
2017,"Zimbabwe","Williamsport",7.824224346323454
2009,"Jamaica","North Aprilport",7.8280710999660466
2007,"Barbados","Carloston",7.829221887954595
2012,"Iran","East Kelly",7.82945755261137
2004,"Botswana","North Nicole",7.832036859288203
2022,"Malaysia","Lisaburgh",7.835017053926888
2014,"Fiji","West Jamie",7.839964717936183
2008,"Micronesia","East Michaelbury",7.839972987871821
2020,"Papua New Guinea","North Stevenview",7.842158982156917
2017,"Fiji","Angelaside",7.849796081879234
2002,"Taiwan","Port Leahshire",7.853818691485746
2005,"Costa Rica","Nancystad",7.856894497449763
2018,"Reunion","West Andreafurt",7.857739644697399
2005,"Namibia","Sandovalview",7.859916994722318
2019,"Niue","Rogersmouth",7.873636942347272
2022,"Moldova","Brownstad",7.8802966239255055
2006,"American Samoa","Whiteville",7.883472094853827
2022,"Israel","Ericside",7.885148963276302
2018,"South Africa","Ethanland",7.890629192288328
2000,"Gibraltar","Hoffmanborough",7.894868492712193
2001,"Peru","Sheltonfurt",7.894950941201014
2007,"Qatar","Port Tara",7.896091304889299
2012,"Hong Kong","West Philip",7.897035116573478
2017,"Serbia","Ricemouth",7.898341017269223
2016,"Ethiopia","Hallland",7.905875292897494
2002,"Antigua and Barbuda","Port Joemouth",7.910732803327155
2010,"Cuba","East Valeriechester",7.911886920865889
2017,"Anguilla","South Billy",7.912610635946375
2019,"Turkey","New Stephanieshire",7.914970837544156
2016,"Armenia","Port Chelsea",7.914976251525333
2006,"Ecuador","New Ryan",7.921205475495778
2019,"Anguilla","Byrdmouth",7.921453233391232
2007,"Congo","New Charles",7.923594665869956
2003,"Portugal","Port Catherine",7.926595727444931
2002,"Bahamas","Acostaport",7.931318149739175
2001,"Lesotho","Martinezfort",7.932853447913429
2013,"Saint Pierre and Miquelon","New Leefort",7.945302983955388
2001,"Kiribati","Chaseview",7.961162422600112
2020,"Oman","Port Jeffrey",7.967089461910184
2001,"Singapore","Lewisburgh",7.969788338447893
2022,"Croatia","Cynthiaport",7.973967177465834
2004,"Turkey","Ericville",7.976438907227776
2013,"Morocco","Lake Ann",7.977609438167317
2002,"Bulgaria","Port Reginaldmouth",7.9792150492484835
2019,"Maldives","Lake Kathyborough",7.982601686526061
2011,"Thailand","New Steven",7.9852069545115025
2013,"Vanuatu","Donaldbury",7.991207679210538
2004,"Venezuela","Haynestown",7.995972448878716
2001,"South Georgia and the South Sandwich Islands","Williamsland",8.001637962123382
2004,"Singapore","New Davidton",8.006653403252773
2000,"Burkina Faso","South Jamie",8.00761253977697
2007,"Kiribati","Gibsontown",8.014938302675128
2011,"Slovenia","Cowanburgh",8.017985194437347
2011,"Somalia","Cruzchester",8.024856954270383
2007,"Sudan","Jenniferfort",8.027488596131763
2009,"Cocos (Keeling) Islands","Hernandezbury",8.038802958183286
2011,"Montserrat","Michaelshire",8.038900905317949
2022,"Reunion","Simmonsburgh",8.04074465935529
2022,"Sierra Leone","South Kennethview",8.042587823186944
2011,"Congo","Justinmouth",8.045524688630714
2021,"Fiji","New Justinfurt",8.04576471635226
2018,"Lao People's Democratic Republic","Morrismouth",8.04834532885458
2001,"Dominican Republic","Lake Kathleenmouth",8.049724850058073
2000,"India","Lake Heather",8.050407266896865
2021,"Reunion","Taylorborough",8.050802982050676
