"year","country","location","co2_emissions"
2018,"Korea","Lake Kathleenview",320.17081862314865
2009,"Tonga","Nelsonland",320.22435880586715
2019,"Tunisia","Katherinefurt",320.26093264321497
2004,"Israel","North Elizabeth",320.2704675202911
2002,"Bermuda","New Nicole",320.2876052744563
2002,"Guinea","New Jeffreystad",320.2976489270512
2003,"Japan","Lake Rachel",320.4260442987792
2012,"Libyan Arab Jamahiriya","North Jessicaview",320.473774663254
2020,"Mexico","Rayberg",320.49671460576326
2016,"Thailand","Loganshire",320.60612903665253
2012,"New Zealand","Comptonshire",320.66167884438306
2010,"British Indian Ocean Territory (Chagos Archipelago)","Petersonshire",320.672749946312
2005,"Guernsey","Brookeport",320.7738190975055
2009,"Nauru","Rosehaven",320.81499215016134
2005,"Rwanda","New Keithfort",320.82851847818915
2000,"Cameroon","North Elizabeth",320.838342289769
2021,"Comoros","Port Elizabeth",320.87488489058904
2008,"Rwanda","Port Jessicaview",320.897837400854
2022,"Belize","Port Nathanbury",320.90711946788053
2020,"Bulgaria","Gabrielmouth",320.9533548906485
2012,"Singapore","North Michael",320.96026541556995
2000,"French Polynesia","West Alyssa",321.0214944293929
2002,"Samoa","Jessicaview",321.0500877015461
2021,"Falkland Islands (Malvinas)","Lynchfort",321.0724698248308
2000,"Antigua and Barbuda","Emmafort",321.1354833563896
2007,"American Samoa","West Tamaraburgh",321.1363539695308
2015,"Spain","New Eric",321.2305853434052
2006,"Reunion","Schwartzview",321.2775315444867
2002,"Bouvet Island (Bouvetoya)","West Susanville",321.3498461793636
2020,"Saint Martin","North Teresamouth",321.41136549033934
2005,"Saudi Arabia","Hurstland",321.4540288568892
2016,"Papua New Guinea","North Marc",321.5050207864215
2016,"North Macedonia","Shawshire",321.57676484523495
2018,"Azerbaijan","Port Justin",321.60038750542253
2008,"Sudan","East Dawnland",321.6453414017598
2021,"Botswana","West Kellymouth",321.6621711415267
2011,"Tunisia","Jordanhaven",321.68643742098743
2015,"French Guiana","Victoriabury",321.69513883923673
2000,"Kuwait","North Adamland",321.7016741004781
2013,"Sweden","Sparksborough",321.74489110486616
2017,"Tonga","Morganmouth",321.763895619089
2008,"Chile","Theodoremouth",321.77622806640704
2001,"Mauritania","Armstrongport",321.78233122085817
2016,"Cambodia","Linborough",321.81136062739427
2021,"Cape Verde","Hicksville",321.8194669485713
2014,"Sudan","East Jennifertown",321.9254379720672
2002,"Guinea-Bissau","North Nathanielfurt",321.9662054603434
2020,"Papua New Guinea","New Austin",321.99489338334405
2001,"Dominican Republic","Lake Kathleenmouth",322.0384634754248
2010,"Eritrea","South Catherineborough",322.0980532185473
2008,"Macao","New Veronica",322.10838805677173
2017,"Cook Islands","Jessicachester",322.4060989046081
2020,"Lao People's Democratic Republic","Brianfurt",322.4146839843329
2004,"Bosnia and Herzegovina","East Ryan",322.4315570417993
2004,"Brunei Darussalam","Hayesside",322.4759861080344
2021,"Tanzania","Jamesborough",322.4842038920131
2003,"Lesotho","Lake Joshua",322.5021371441444
2007,"Albania","Anitaburgh",322.5071847427027
2010,"Holy See (Vatican City State)","North Darin",322.5478217951405
2021,"United States Virgin Islands","Ericside",322.56606261708487
2014,"Slovakia (Slovak Republic)","Hughesbury",322.671408709612
2000,"Uzbekistan","New Austinchester",322.8506384447361
2013,"Dominica","North Jose",322.89071725706657
2020,"Namibia","Roberthaven",322.9593922883884
2017,"Uzbekistan","Patrickborough",322.9884819531621
2006,"Reunion","Henryberg",323.0066235645389
2003,"French Guiana","Lake Christineview",323.04698984765207
2018,"Finland","Jamesberg",323.0525811477032
2018,"Chad","Smithshire",323.056276271308
2013,"Samoa","Lake Rhondaberg",323.0871358341696
2003,"Algeria","Annamouth",323.0924914532983
2017,"Nauru","Vargastown",323.15001962335185
2000,"Norway","New Kathytown",323.1562749653792
2004,"Nauru","Samuelside",323.2680865728288
2008,"Switzerland","North Eric",323.3043780710508
2017,"Ireland","New Amanda",323.3297971206879
2010,"Italy","North Kristina",323.4309373709075
2015,"Chad","Snyderfurt",323.6559553070199
2001,"Mongolia","Baileychester",323.72156483545064
2018,"Georgia","Bondhaven",323.7452690345457
2021,"Qatar","Anthonyborough",323.7711779726173
2009,"Niger","Rodriguezbury",323.79959137357935
2021,"Rwanda","Port Emily",323.83619160944403
2000,"South Georgia and the South Sandwich Islands","Jacobhaven",323.86640761091115
2019,"Greenland","Port Coltonberg",323.9103564204183
2012,"Seychelles","Morrisstad",323.92558211808984
2000,"Barbados","New Ryanville",323.9402967853906
2021,"Bhutan","Port Jacobton",324.0835067829835
2007,"Cameroon","Port Garyburgh",324.1111618694697
2016,"Lithuania","Lake William",324.1350316718689
2012,"Niger","Deborahtown",324.13701134629684
2022,"Dominican Republic","North Jenniferton",324.3356858592484
2022,"Jersey","Sheppardport",324.3358100668965
2001,"Indonesia","Ianfort",324.3688222943737
2005,"Algeria","Meganfurt",324.4425563219665
2008,"Palau","Port Brittanyborough",324.45228429688655
2002,"Guyana","Danielleberg",324.4623031797888
2020,"South Africa","Hernandezbury",324.47517798964344
2018,"Hungary","Robinsonside",324.53367932824466
2015,"Slovakia (Slovak Republic)","East Nicole",324.5442756905794
2019,"Panama","Lake Aaronmouth",324.55194727726587
2010,"Somalia","West Kristin",324.56467988613423
2014,"Tonga","Lanceport",324.5676272142183
2004,"Bulgaria","Rothville",324.69184201966203
2000,"Togo","Riverahaven",324.70588429347083
2015,"Burundi","East Charlene",324.7082398877212
2014,"Nigeria","Espinozaport",324.7709171400362
2019,"Palau","Cisnerostown",324.78356806278106
2011,"Costa Rica","Gonzalezchester",324.8194629135743
2022,"Lesotho","Walterburgh",324.82003453051925
2004,"Sudan","Robbinsmouth",324.8452470839068
2022,"Tonga","Lake Andrewland",324.8739964084708
2002,"Vietnam","Lawsonmouth",324.8981330823418
2009,"Croatia","South Sierrafort",324.9602086483165
2012,"Solomon Islands","Jameschester",325.1073591405877
2018,"Russian Federation","Jasonburgh",325.1749114241972
2007,"Australia","Huntton",325.27378302678653
2015,"Nicaragua","Watkinsport",325.28573945984755
2000,"Bahrain","Thompsonburgh",325.31158834806394
2015,"North Macedonia","Glovershire",325.38185087483936
2003,"Poland","New Thomasfort",325.45335700817907
2014,"United States Minor Outlying Islands","Lake Juliechester",325.5157482315942
2020,"Netherlands Antilles","West Paulborough",325.57060181291246
2004,"South Georgia and the South Sandwich Islands","North Noahland",325.5794877681077
2002,"Azerbaijan","West Kristieside",325.6143314402176
2010,"Nicaragua","Kanefurt",325.61723551246246
2009,"Turkmenistan","West Timothyfurt",325.7008227333844
2001,"Costa Rica","South Darren",325.7635086987922
2000,"Korea","Lake Jacquelineton",325.7853853038874
2014,"Austria","Acostahaven",325.79035212810453
2019,"Faroe Islands","Lake Jacqueline",325.8794768303696
2002,"Bulgaria","Adamsborough",325.8977858821074
2022,"Solomon Islands","Brookeburgh",325.9056109481644
2020,"Timor-Leste","Ronaldberg",325.92644773124886
2017,"Moldova","Andersonstad",325.9561021061015
2015,"Armenia","Lake Kellyland",326.0428702591637
2006,"China","Sergiofurt",326.0693613258753
2011,"Grenada","Rachelside",326.07621821639964
2001,"Guinea","Roblesport",326.09336147878224
2009,"Christmas Island","Lake Mark",326.10524399420086
2014,"Andorra","Port Alexis",326.252052596074
2018,"France","South Megan",326.2582973602751
2002,"Western Sahara","South Lisa",326.33036138696144
2009,"Slovenia","Moralesshire",326.42150720952947
2014,"Western Sahara","Anneview",326.4290066196927
2019,"Micronesia","South Jasminemouth",326.4809208290376
2019,"Lao People's Democratic Republic","East Billymouth",326.4940072239677
2021,"Andorra","New Antonioside",326.4970601738144
2003,"Switzerland","Alejandrostad",326.504735378162
2021,"Brazil","Sarahfort",326.52371866450136
2003,"Dominica","Sotoshire",326.55477032838127
2021,"French Guiana","Richardsside",326.5772906378523
2003,"Micronesia","Port Aliciatown",326.5886205763487
2007,"Cameroon","Edwardchester",326.6685222167705
2017,"Mexico","Jesuschester",326.7335868812349
2012,"Equatorial Guinea","Campbellstad",326.73568857412613
2017,"Belarus","East Samanthaberg",326.75247398619257
2012,"Croatia","Port Jeremyport",326.8709476556188
2013,"Saint Helena","New Tina",326.89293983987284
2016,"Korea","Williamsport",326.99385629275963
2000,"Uruguay","South Robertmouth",327.00088236510265
2018,"Tanzania","Ashleymouth",327.0281681057734
2010,"Romania","East Brianhaven",327.02976677731886
2019,"Saudi Arabia","Loganmouth",327.03804219737674
2020,"Papua New Guinea","North Stevenview",327.0578613108421
2017,"Estonia","Lake Jasonview",327.0669828334534
2012,"Guadeloupe","East Jesse",327.0984572546786
2003,"Latvia","Parkborough",327.2056413961154
2019,"Tunisia","Arthurberg",327.2609490467831
2010,"Guernsey","Hayesbury",327.28925735948644
2005,"Malaysia","Lake Brianburgh",327.33761465635973
2005,"Tonga","South Anthony",327.3518637297684
2012,"Russian Federation","Comptonberg",327.382155075892
2012,"Belize","Lake Heather",327.43903359002854
2021,"Mongolia","Port Davidberg",327.48256932485583
2012,"Bermuda","Port Jessicaton",327.50897994379034
2003,"Niue","Batesshire",327.5173077975924
2007,"Papua New Guinea","Craigstad",327.5235043664179
2021,"Saint Lucia","Davistown",327.5528084824814
2016,"Qatar","Graceton",327.5578459529382
2012,"Cook Islands","Powellmouth",327.6612038780763
2005,"Pakistan","Christopherfurt",327.80716577549344
2014,"Gambia","Mclaughlinbury",327.8738809905309
2005,"Nepal","Port Thomas",327.8816576587955
2021,"Fiji","New Adamport",327.8946931065565
2000,"Bulgaria","Kathyfurt",327.9494560825514
2000,"Timor-Leste","Sarahberg",327.9568740649659
2009,"Burkina Faso","Rogersburgh",327.96829628743444
2002,"Zambia","Port Jeremiah",328.0155404897474
2013,"Slovakia (Slovak Republic)","West Steven",328.02618538112256
2016,"Comoros","Stephanieton",328.05394561171573
2020,"Saint Helena","Schwartzville",328.0919429142967
2017,"Spain","North Jenniferland",328.0927282144479
2015,"Bulgaria","Harrismouth",328.0931013688752
2015,"Mozambique","South Jessicashire",328.1050912449448
2015,"Guadeloupe","Port Alexismouth",328.10737087177546
2016,"Puerto Rico","Matthewborough",328.14187494622337
2006,"Guyana","Lake Cynthia",328.1463354358276
2019,"Tanzania","Benjaminbury",328.2083065974063
2006,"Tonga","West Katieborough",328.26567504800795
2002,"Antarctica (the territory South of 60 deg S)","West Crystal",328.30987549335043
2019,"Jordan","Donaldton",328.34080189575604
2014,"Serbia","North Dawnton",328.3738223521457
2011,"Isle of Man","Lake Angelashire",328.48651687137914
2001,"Paraguay","Michaelshire",328.49596817292684
2016,"French Guiana","Heatherview",328.5515226994971
2020,"Bhutan","North Derekchester",328.5822554907271
2009,"Congo","Calderonview",328.59705174680226
2016,"Comoros","Lake Aliciaburgh",328.6872419379959
2005,"Slovenia","New Pamelamouth",328.68778166291867
2013,"Heard Island and McDonald Islands","Youngmouth",328.70588673793065
2006,"New Caledonia","Lake Robertview",328.74109165403576
2017,"Japan","West Marie",328.74452498751793
2019,"New Caledonia","South Joshuabury",328.76356848489183
2001,"Saint Vincent and the Grenadines","Jennaland",328.78821240243
2019,"Belize","Trujilloville",328.80097741086786
2001,"Zambia","Samanthatown",328.8437361608146
2006,"Comoros","Elizabethton",328.86099241942
2010,"Cote d'Ivoire","Daltonland",328.86327121223627
2015,"Kyrgyz Republic","Gentrymouth",328.93405072850345
2011,"Bolivia","New Edwardborough",328.93638184206736
2004,"Grenada","South Matthewport",328.9738979661588
2015,"Saint Vincent and the Grenadines","Whitemouth",328.9776704648384
2004,"Kazakhstan","New Jennifer",328.9780121380466
2022,"Palestinian Territory","Williamburgh",329.00107447050584
2000,"Singapore","West Michaelbury",329.0512040240539
2020,"Pakistan","New Danielle",329.0901067661612
2010,"South Africa","Brandifort",329.103373419088
2020,"Papua New Guinea","Lake Cynthiamouth",329.1153960272603
2006,"Brazil","West Oliviaview",329.2433650030539
2016,"American Samoa","Christopherbury",329.2487334083306
2012,"French Guiana","New Karenburgh",329.28193730917536
2010,"Guinea-Bissau","East Dakota",329.2861910220604
2019,"Saint Pierre and Miquelon","East Michelle",329.2873255936823
2005,"Honduras","Wattsfurt",329.30388344901934
2002,"Tokelau","Johnsonville",329.34325347667124
2019,"Congo","Williamburgh",329.3939987443224
2016,"Azerbaijan","Sarahport",329.4876146038088
2022,"Brazil","Hendersonfurt",329.5390966848623
2001,"Uruguay","Gonzalesfurt",329.6221724233835
2005,"Turkmenistan","Simpsonburgh",329.6243015511308
2021,"Czech Republic","New Jasonhaven",329.78290572408184
2005,"China","West Deborah",329.80376971393525
2001,"Gibraltar","Ruizburgh",329.804383830707
2017,"Cote d'Ivoire","Lake Alexanderhaven",329.82228917875426
2016,"Australia","Woodhaven",329.8435528118836
2010,"San Marino","New Nicholasland",329.8442154025551
2002,"Guadeloupe","Vanessaburgh",329.8531608096266
2012,"Portugal","South Alyssa",329.85412176800355
2001,"Japan","Lake Nicholasshire",329.859261879762
2010,"Uzbekistan","South Steven",329.99560301755423
2013,"Angola","Port Holly",330.0391162382423
2022,"Saint Barthelemy","North George",330.0591317463736
2000,"Colombia","Charlesview",330.0707666774042
2021,"Liechtenstein","South Amandafurt",330.11167365778203
2010,"Antigua and Barbuda","East Jon",330.11209764572527
2009,"United States Virgin Islands","Lake Veronica",330.1385542221112
2021,"El Salvador","Carlfort",330.16180767531205
2006,"Central African Republic","South Tammyfurt",330.2452088701434
2019,"Somalia","North Benjamin",330.2506442692644
2007,"Pitcairn Islands","East Elizabethview",330.25169426385764
2006,"Bosnia and Herzegovina","South Justinberg",330.2796284964742
2016,"Croatia","East Devinville",330.280704551117
2022,"Benin","North Cynthia",330.28075443124726
2010,"Wallis and Futuna","Boydton",330.2953774463889
2019,"Botswana","Christianberg",330.31330593540724
2021,"Haiti","Reginaberg",330.3398437094851
2018,"Maldives","Port Hollystad",330.41841984068986
2017,"Somalia","East Jason",330.46010071833814
2005,"Cuba","Hayleychester",330.46726130491595
2013,"Armenia","New Elizabeth",330.4825241256842
2013,"Finland","Joelland",330.4848687613275
2012,"Christmas Island","Jamesborough",330.4985723226585
2001,"Switzerland","Amberstad",330.5154147673589
2015,"Malawi","Brandonville",330.5206761348559
2012,"Netherlands","Port Dawn",330.53039137911765
2018,"Turks and Caicos Islands","Michealside",330.56412556378046
2013,"Jersey","Millermouth",330.57357314009687
2021,"Reunion","East Lauren",330.5847351323281
2016,"Chile","Theodoreberg",330.5874369316522
2013,"India","Evanport",330.62311336663544
2012,"Guam","New Jenniferstad",330.68882195229247
2014,"Mongolia","East Lisaton",330.78526112702605
2003,"Norway","Cabrerafurt",330.83945905279785
2019,"French Southern Territories","Richardsonborough",330.91140976293264
2001,"Turkey","Armstrongfurt",330.9666660705
2013,"Holy See (Vatican City State)","Robertstad",330.98714046318975
2004,"Togo","Deannaberg",331.0582030524284
2011,"Nepal","Bendertown",331.0604926061469
2014,"Sao Tome and Principe","Ruthfurt",331.06291551213883
2017,"Heard Island and McDonald Islands","Port Susan",331.0780934921333
2009,"Rwanda","Delacruzside",331.12489261452606
2013,"Bahrain","Meganville",331.1444187582326
2018,"Ghana","Longberg",331.15241350103986
2015,"Algeria","North Marioburgh",331.201784736004
2010,"Solomon Islands","Michaelmouth",331.2243793239585
2005,"Cook Islands","Barnesview",331.2892363289525
2000,"Liechtenstein","West Robertshire",331.32581890400667
2016,"Montserrat","Port Natasha",331.35362293903427
2018,"South Africa","New Yolanda",331.4170632394207
2022,"Egypt","Mariahside",331.4190290192656
2019,"Reunion","South Emmaburgh",331.4503670763374
2011,"Angola","Lake Andrewtown",331.4724712299102
2005,"Palestinian Territory","Melissaborough",331.4870971913454
2006,"Nauru","Bradborough",331.4904832000776
2009,"Equatorial Guinea","Lake Aaron",331.5508689535458
2001,"Bangladesh","West Scottmouth",331.6051903279955
2016,"Nicaragua","East Eric",331.6074161476268
2017,"Tunisia","Jasonside",331.633661213012
2015,"Kyrgyz Republic","North Jessica",331.6883692346084
2002,"Algeria","Port David",331.6913153088435
2020,"Samoa","Morriston",331.73204001130654
2020,"Kenya","Smithfurt",331.73275117377534
2014,"Guinea-Bissau","North Debbie",331.83683025448806
2016,"Ukraine","Port Wesley",331.8400232671346
2008,"Lebanon","New Dianefort",331.8747128135161
