"year","country","location","sea_level_rise"
2000,"San Marino","West Nancyburgh",-1.6295199336640225
2008,"Rwanda","Port Tiffanyborough",-1.6276920290837715
2013,"Christmas Island","Mannland",-1.627075004896957
2017,"Mauritania","Reidchester",-1.626084882713697
2008,"Italy","Harpertown",-1.625433055784944
2005,"China","Rickystad",-1.6215529280895895
2022,"Eritrea","New Tracyton",-1.6214073104091962
2007,"China","Port Robertshire",-1.6211891418806033
2016,"Congo","Wiseville",-1.6186550836683158
2017,"Sierra Leone","Toddshire",-1.6148708229848068
2006,"Bahamas","Woodport",-1.6125456031803131
2007,"Libyan Arab Jamahiriya","Jeremyland",-1.611455001562083
2016,"United States Minor Outlying Islands","Lake Melissamouth",-1.6108929654251585
2004,"Puerto Rico","Port Ritaport",-1.6101961686307682
2011,"Andorra","South Elizabethland",-1.6076670700797648
2001,"Switzerland","Amberstad",-1.6051147688952123
2015,"Falkland Islands (Malvinas)","Phillipsfort",-1.6042444781164
2004,"United Kingdom","Greenechester",-1.6029312801666644
2016,"Paraguay","Juanside",-1.6023066687416658
2014,"Kuwait","Whiteland",-1.6017501162370982
2006,"Greece","Kingberg",-1.601586010626381
2021,"Papua New Guinea","Nancyland",-1.6014338471936471
2013,"Madagascar","New Jeffrey",-1.6003361016183892
2014,"Guinea","Hannahchester",-1.5998918647583042
2018,"Australia","West Nina",-1.597790072804017
2009,"Chile","Piercefort",-1.5973474056270769
2022,"Ecuador","Anthonyton",-1.5959755777091118
2008,"Trinidad and Tobago","Heathershire",-1.5944697391583345
2007,"Chile","East Adamberg",-1.594212627564027
2013,"Mauritius","Port Nicolestad",-1.5938030760171764
2012,"Mauritius","Knappside",-1.590738904509675
2006,"Monaco","New Josephshire",-1.5896548874333087
2020,"Palau","Ericaview",-1.5896049788184172
2012,"Bahrain","East Robynfort",-1.5885099817727582
2005,"Myanmar","Wallaceview",-1.5883722566463918
2011,"Kuwait","Thomasfurt",-1.5882084574438846
2001,"Singapore","Lewisburgh",-1.5876889884943577
2015,"Guatemala","Joshuaville",-1.5851253155636875
2006,"Falkland Islands (Malvinas)","Wigginsshire",-1.5809888687674607
2020,"Antigua and Barbuda","Wendyport",-1.579127333419909
2014,"Netherlands Antilles","Cynthiatown",-1.5788817850389605
2011,"Singapore","South Donaldbury",-1.5780538200716716
2019,"Comoros","Howardside",-1.577938607145159
2021,"Saint Martin","Martinezmouth",-1.57775856804316
2002,"Faroe Islands","Tapiatown",-1.576910340925963
2005,"Aruba","Bauerfort",-1.5754049617833927
2017,"Tanzania","North Jessicaport",-1.5748804562017602
2005,"Chile","South William",-1.5708392751120583
2009,"Seychelles","Teresaborough",-1.5675830126536885
2006,"Saint Pierre and Miquelon","South Nicholas",-1.567575824830253
2019,"Macao","South Robertmouth",-1.5674904251005888
2009,"Monaco","Karenport",-1.5671464414355831
2018,"Germany","South Marystad",-1.566462038490738
2019,"Algeria","Zacharyland",-1.56621824745955
2015,"Swaziland","New Moniquefort",-1.566061456162956
2003,"Timor-Leste","East Kathleen",-1.5648819614288714
2022,"Spain","Port Joshuaberg",-1.5647415826071724
2012,"Comoros","Larrymouth",-1.5646518928111244
2020,"Samoa","Morriston",-1.5639228314253688
2012,"French Guiana","Port Timothy",-1.563397127393848
2005,"Mali","Josemouth",-1.5633097857401377
2013,"Bangladesh","East Scottburgh",-1.5613363749582845
2014,"Nigeria","Rochaland",-1.5590326589851082
2013,"France","Lake Ginastad",-1.558685116216142
2009,"Kazakhstan","Longstad",-1.5570985664412584
2002,"Oman","East Danielletown",-1.556074169773221
2003,"Egypt","South Michelleland",-1.5557865517210303
2014,"Cameroon","Robinsonshire",-1.554325094194613
2005,"Spain","Smithborough",-1.5534963167717126
2012,"Turkmenistan","South Kelliburgh",-1.5526859237043742
2019,"Malta","North Gregoryborough",-1.5515794716088114
2014,"Brunei Darussalam","North Wendy",-1.5494008042839933
2021,"Gibraltar","Lake James",-1.5484402041497978
2013,"India","Lake James",-1.548432824955543
2003,"Greenland","Andersontown",-1.5477694341424144
2004,"Mali","Fullerfort",-1.5470013527369084
2014,"Chile","Lake Kathyfurt",-1.5466801258002862
2003,"Tunisia","East Thomas",-1.5454240201632137
2011,"Vietnam","New Donaldtown",-1.542552425260353
2016,"Aruba","Nancymouth",-1.542270300758405
2019,"Rwanda","West Scott",-1.542262593354349
2022,"Brazil","Hendersonfurt",-1.5404152991279665
2018,"Sri Lanka","Stephenshire",-1.5400065710823712
2013,"Madagascar","North Traceyview",-1.539320942521794
2017,"Saudi Arabia","Martinview",-1.539223202578145
2011,"Egypt","Lake Jimmyland",-1.5377169016845629
2017,"Netherlands","New Kylechester",-1.5353049151894702
2000,"Bosnia and Herzegovina","Alexischester",-1.535181444142519
2018,"Heard Island and McDonald Islands","Port Michael",-1.5350316733084366
2011,"Latvia","Brianport",-1.5345149947772108
2016,"Mali","Nielsenborough",-1.5340598145274769
2002,"Mayotte","New Amy",-1.5340533768497824
2009,"Belarus","Kingfurt",-1.5334695651680963
2005,"American Samoa","Port Sheilamouth",-1.5332071835512762
2001,"Uzbekistan","New Phillip",-1.5320664425425423
2010,"Guinea","West Christine",-1.5314354137063897
2003,"Macao","Transide",-1.5310660904569902
2003,"Cambodia","East Denise",-1.5305067160171286
2010,"Saint Lucia","Port Andrew",-1.528175367727223
2004,"Netherlands","Theresafurt",-1.527839471160403
2000,"Costa Rica","West Anntown",-1.527819559653414
2017,"Moldova","Susanberg",-1.527712402107801
2011,"Falkland Islands (Malvinas)","North Michelle",-1.5264021604606774
2011,"Albania","Mooremouth",-1.5260383639681585
2009,"Micronesia","Michaelside",-1.524542004219131
2013,"Canada","East Richardfort",-1.5217829380364107
2021,"Comoros","Lake Alexisfort",-1.5210364174273705
2012,"United States Virgin Islands","Perezville",-1.5208410378792447
2006,"Italy","Catherinefort",-1.520558249015762
2012,"Kazakhstan","Port Stephenton",-1.515883261048032
2008,"Suriname","Robertsonport",-1.5147908222902635
2005,"Argentina","Lake Nicoleshire",-1.514667135631795
2007,"Mexico","Lopezport",-1.5145801983681495
2000,"Sierra Leone","Sarahshire",-1.514054781891882
2022,"Serbia","Courtneyview",-1.5139947614393523
2005,"Aruba","Davidhaven",-1.5139769871068842
2022,"Afghanistan","Alanfort",-1.5138760364139214
2001,"Zimbabwe","South Megantown",-1.5137607153093016
2016,"Guinea","Rothton",-1.5128776110877973
2016,"Malawi","Lucasmouth",-1.5118128153564865
2009,"Christmas Island","Monicaland",-1.5108809931330565
2008,"Mauritius","East Ryanland",-1.5101948670723
2022,"Western Sahara","Johnview",-1.5086166878067235
2008,"Bermuda","Lynchfort",-1.5068733530423433
2015,"United States of America","Moralesberg",-1.5058101084226894
2002,"Guinea","New Jeffreystad",-1.5049832583194576
2007,"Montenegro","Cheryltown",-1.5039465065373414
2015,"Vietnam","West Sharon",-1.5038926446366545
2003,"Ukraine","Georgeville",-1.5031151754123
2003,"Belarus","New Zachary",-1.5027245445704012
2022,"Tanzania","Espinozaborough",-1.5013533418291598
2000,"Brunei Darussalam","Lake Stephanie",-1.501332849451492
2009,"Belize","New Nathaniel",-1.5003973529933778
2009,"Cambodia","North Pedro",-1.4971156814168545
2005,"Paraguay","South Wesley",-1.4967441156115244
2011,"Sierra Leone","Leachtown",-1.4967307800819056
2002,"Latvia","Morrisstad",-1.4959249356341868
2019,"Albania","Kleinstad",-1.4917333778974382
2009,"Colombia","Fullerborough",-1.49166319666015
2006,"Cook Islands","West Kimberly",-1.490945865233544
2010,"Bahrain","Leonardmouth",-1.490153222976986
2016,"Haiti","West Albertborough",-1.4886700276279576
2015,"Cameroon","Maryport",-1.4881105657340203
2019,"Peru","West Laura",-1.4867742229234688
2009,"Iraq","West Andrew",-1.4865907804760854
2017,"Rwanda","Port Jeffrey",-1.4863082031608152
2000,"Turks and Caicos Islands","East Larry",-1.4860437044190302
2020,"Mayotte","Barnettshire",-1.4855001871844609
2015,"Nepal","Landryton",-1.485427351236076
2013,"Korea","Priceville",-1.4852733391637918
2008,"Cote d'Ivoire","Russellland",-1.4849241960759485
2000,"French Polynesia","West Alyssa",-1.484879737027725
2009,"United States of America","North Larry",-1.4837224173907142
2017,"Mexico","Jesuschester",-1.4836238632317813
2013,"Venezuela","West Janet",-1.483462694908889
2020,"Mayotte","Stephanieland",-1.4812439960625272
2011,"North Macedonia","Drakemouth",-1.4808934756630991
2001,"Sao Tome and Principe","Longfort",-1.480839966058106
2021,"San Marino","Port Christinamouth",-1.4807911152444453
2006,"Cambodia","Garciaview",-1.480600462846824
2000,"Colombia","West Rachel",-1.4805538997914132
2018,"Nicaragua","Benjaminport",-1.4794952014773464
2008,"Uganda","New Kevinville",-1.4787535784308476
2011,"Brunei Darussalam","Damonbury",-1.4761472649438394
2022,"South Georgia and the South Sandwich Islands","Alyssaton",-1.4754797394843575
2009,"Guinea","Singletonmouth",-1.4753660284205343
2017,"Japan","Kellyfurt",-1.4739850815286757
2001,"Iceland","East Kaylee",-1.473870337744418
2016,"Somalia","Dawnport",-1.4738310424455876
2002,"Djibouti","Christopherville",-1.4703948805205764
2019,"United States Virgin Islands","West Michaelville",-1.469704798011389
2005,"Solomon Islands","Lake Emily",-1.4696081886166483
2003,"Myanmar","Dennisfurt",-1.4684094020107312
2018,"Pitcairn Islands","North Kristinaland",-1.4681157302953818
2016,"Hong Kong","Frederickchester",-1.4673118900005244
2001,"Brazil","New Abigail",-1.466813290649826
2009,"Martinique","Gracefort",-1.4665239322342514
2007,"Saint Kitts and Nevis","West Kristinaton",-1.465935062326236
2014,"Zimbabwe","Jenniferchester",-1.46572885130213
2013,"Svalbard & Jan Mayen Islands","West Linda",-1.4632514103971368
2018,"Lebanon","North Scott",-1.4621060954289562
2008,"Belgium","New Danahaven",-1.4620837687946526
2012,"Russian Federation","Curtisborough",-1.461649287820586
2003,"Afghanistan","Lake Rebecca",-1.460427132705223
2000,"Cape Verde","Lake Stephaniebury",-1.4600184118343962
2014,"Peru","Ryanview",-1.4597067187121118
2013,"Saudi Arabia","Knightport",-1.4581143783027126
2021,"Cocos (Keeling) Islands","New Amberton",-1.4574147102912574
2004,"Tanzania","Shellyberg",-1.4563033636226148
2011,"Tanzania","Stephaniestad",-1.4561750824103243
2013,"Heard Island and McDonald Islands","East Jessica",-1.4559305352163967
2019,"Moldova","Stevenburgh",-1.4552070999681586
2000,"British Virgin Islands","Paulview",-1.4546604053619907
2017,"Bouvet Island (Bouvetoya)","East Sherrifort",-1.4545794107546364
2017,"Tokelau","East Whitneyhaven",-1.4539722489804148
2021,"Cambodia","Stacyview",-1.45339419820987
2022,"Kenya","Spencerchester",-1.4526194138819346
2022,"Bhutan","South Elaineberg",-1.4522429118024336
2002,"Swaziland","North Jessica",-1.451272551035761
2002,"New Zealand","Leahview",-1.4505932393355838
2002,"Zambia","Paynefort",-1.4487490697364886
2012,"Mali","West Deniseborough",-1.4475661515440377
2005,"Eritrea","Lindseyview",-1.4473358400126417
2006,"Somalia","Port Shawnchester",-1.4470539379405143
2015,"Anguilla","New Kevin",-1.4463204108497807
2020,"Botswana","Port Kyleport",-1.4458700955188368
2006,"Norway","West Justinberg",-1.4453563948221468
2021,"Hungary","Cookview",-1.4451607216457187
2010,"Antigua and Barbuda","Whiteheadborough",-1.44239121624384
2012,"Guadeloupe","North Jacob",-1.4421423361635708
2008,"Croatia","Harrishaven",-1.441029672340044
2002,"Azerbaijan","West Kristieside",-1.4399225684780048
2010,"Turkey","Alexanderville",-1.4396520468895715
2002,"Tanzania","North Jonathanton",-1.4392476400181606
2014,"Czech Republic","New Brandyhaven",-1.4385984564270933
2019,"Vietnam","Karenville",-1.436480172008359
2015,"Reunion","New Kyleburgh",-1.4357683456282846
2012,"Korea","Nathanielchester",-1.4350731816519138
2010,"Zambia","Lake Jessicastad",-1.4344442936065709
2003,"North Macedonia","Christianbury",-1.4337799591064333
2021,"Algeria","Combsshire",-1.4329182140142995
2010,"Montserrat","West Stephaniemouth",-1.4327512028788831
2017,"Uzbekistan","Quinnburgh",-1.432572459160553
2005,"Oman","Judyberg",-1.431751245109819
2007,"Honduras","Robinborough",-1.4312089883071684
2021,"El Salvador","Carlfort",-1.431033144547651
2013,"Suriname","Danielschester",-1.4309738121979143
2021,"United Arab Emirates","North Angela",-1.4286324283521548
2017,"Papua New Guinea","New Melissa",-1.4286216590236005
2005,"Estonia","South Steven",-1.4278784118395371
2014,"Liberia","Lake Theresabury",-1.4277479013540892
2012,"Taiwan","New Michaelbury",-1.4270991771057335
2022,"Burkina Faso","Mitchellport",-1.427044634936481
2005,"Cuba","Barrettmouth",-1.426753308562412
2009,"Philippines","Johnsontown",-1.4259570531699226
2014,"Honduras","Ashleyshire",-1.4256018407309927
2011,"Cocos (Keeling) Islands","West Scott",-1.424290673109821
2012,"Zimbabwe","Port Julieberg",-1.423996835043419
2007,"Gambia","Lake Andre",-1.4238560846801274
2018,"Romania","South Davidfort",-1.4216365177349004
2008,"Jersey","East Kristitown",-1.420358716014424
2000,"Israel","Adrianshire",-1.4202005657015684
2021,"Puerto Rico","Rodgerschester",-1.4200432371523004
2002,"North Macedonia","Port Christina",-1.4198033044740692
2000,"Solomon Islands","Williamsmouth",-1.4190520106483624
2020,"Holy See (Vatican City State)","New Anthonymouth",-1.4163868733674188
2016,"Andorra","Andreabury",-1.4158838525665471
2000,"United Kingdom","Kellertown",-1.4143970652812612
2021,"Vanuatu","East Matthew",-1.414338883880703
2005,"Kazakhstan","Emilyville",-1.4142401236226694
2011,"Turkmenistan","West Janet",-1.4128656001157955
2009,"Lesotho","East Heathermouth",-1.4124951475668486
2020,"French Polynesia","South Monica",-1.4121977461136577
2019,"Fiji","Morrischester",-1.4118313575389998
2021,"Monaco","New Russell",-1.4112741371938755
2022,"Gabon","Taylorbury",-1.410918202707551
2008,"Cayman Islands","West Brittney",-1.4104842770385495
2011,"Morocco","Tylerchester",-1.4103525986194123
2017,"Ghana","West Johnfurt",-1.410290541574182
2012,"Trinidad and Tobago","Christopherbury",-1.4097038116895464
2003,"Fiji","Amyberg",-1.4091217980162645
2003,"Malawi","South Justin",-1.4079789357267505
2000,"Pakistan","Cartermouth",-1.4073606613664096
2000,"Djibouti","South Lisaside",-1.4071569739388528
2017,"Fiji","Port Donna",-1.4069446667818195
2009,"Tuvalu","Longmouth",-1.4061049513449717
2015,"American Samoa","New Abigailmouth",-1.405267157315287
2005,"New Caledonia","East Linda",-1.4040239575722715
2007,"Hong Kong","Sextonfurt",-1.4040017724791456
2020,"Liberia","Orrberg",-1.4025174193015773
2019,"Taiwan","Port Harry",-1.4021856478750678
2007,"Cote d'Ivoire","Jonesland",-1.4018027825621853
2017,"Romania","West Jenniferland",-1.4004301912910968
2019,"Lesotho","Taylormouth",-1.399947444792531
2003,"Vietnam","Hillfort",-1.3995627470981595
2011,"Saudi Arabia","Dennistown",-1.398692462585565
2018,"Seychelles","Port Jo",-1.3983196800732796
2009,"Kenya","East Pamela",-1.39809934589717
2006,"Korea","South John",-1.397959983394843
2009,"Kenya","Evansburgh",-1.397773861539723
2008,"United States of America","Lake Jeffrey",-1.3977545093160209
2022,"Belgium","South Bobbychester",-1.3962857741298484
2012,"Tanzania","Friedmanton",-1.3961626713431583
2015,"New Caledonia","Richardshire",-1.3959835979864024
2015,"Ethiopia","Peterstad",-1.3953648952855668
2018,"Malaysia","East Richardbury",-1.3946562134550853
2017,"French Polynesia","Lake Taraville",-1.3946424657332204
2022,"Mexico","Tamaraview",-1.3946415185882814
2006,"Japan","North Christinastad",-1.394324971332643
2017,"Nauru","Terryhaven",-1.393785930158339
2005,"Albania","Meganborough",-1.3928074505443675
2009,"Mozambique","Kennethhaven",-1.3925188725579192
2010,"Palestinian Territory","Debraside",-1.3923630271514225
2021,"Jamaica","South Jamesland",-1.391930291665361
2003,"New Zealand","Hunterfurt",-1.3914986434214216
2005,"Micronesia","New Hollystad",-1.3908637249934437
2014,"Fiji","Rittermouth",-1.3899180593849172
2014,"Guernsey","Jamestown",-1.3897509713723333
2007,"Cayman Islands","New Loriport",-1.389550206014249
2006,"Israel","Cookton",-1.3888226402213502
2017,"French Polynesia","Hendersonburgh",-1.3883104174459688
2003,"Singapore","North Kim",-1.3879638127155467
2021,"Libyan Arab Jamahiriya","Wagnerport",-1.3863242994273473
2010,"South Georgia and the South Sandwich Islands","Lisaland",-1.3862279246052196
2015,"Malta","Michaelview",-1.386226219744171
2010,"Macao","South Maria",-1.38552665763678
2011,"Martinique","Abigailshire",-1.3847660870491711
2004,"Bahrain","East Gregoryfort",-1.3847402886048654
2019,"Israel","Mistyburgh",-1.3844355720893244
2020,"Bulgaria","Gabrielmouth",-1.3844180769574337
2000,"Moldova","South Eileen",-1.3837027834787174
2013,"Bermuda","West Megan",-1.3827467755175882
2005,"Dominican Republic","South Angelaburgh",-1.3815938452299503
2001,"Falkland Islands (Malvinas)","North Victoriaside",-1.3812667050961522
2011,"Congo","Justinmouth",-1.380992967303385
2009,"Nicaragua","Pamelaport",-1.3798480977413452
2006,"Nauru","Bradborough",-1.379580613551786
2020,"Kyrgyz Republic","East Kevinview",-1.3792292022381356
2012,"Reunion","Brownberg",-1.3784073071665566
2012,"Tajikistan","Lake Caitlin",-1.378373302521232
2007,"Vietnam","Alyssatown",-1.3778998191014549
2017,"Netherlands Antilles","Hamiltonberg",-1.3777342625728792
2008,"Kenya","Jennifershire",-1.3766037125063135
2016,"Sierra Leone","West Matthewshire",-1.3760133269228845
2003,"Cyprus","South Markport",-1.3758646913203223
2010,"Samoa","South Michaelview",-1.3755648929083584
2008,"Luxembourg","Katrinaville",-1.374392366719279
2014,"Namibia","Lake Richard",-1.3733426319502196
2000,"Singapore","Joelfurt",-1.372503936050809
2011,"Albania","Sarahburgh",-1.3722583566295767
2008,"Saint Vincent and the Grenadines","West Christopher",-1.372076812260265
2009,"Cuba","Lake Lancemouth",-1.3720241314579456
2000,"Congo","Loriport",-1.3719356595599568
2011,"Thailand","Medinaberg",-1.3719270460730597
2001,"Bhutan","Ortizstad",-1.3709574698003135
2011,"Lesotho","Lake Williamstad",-1.3698082445596145
2000,"Argentina","Johnsonton",-1.3698082372230391
